OBJECTID,Station_Number,Station_Name,Province,Water_Flow,Sampling_Freq,Drainage_Area_sq_km,Station_Water_Quantity,Symbol,Year,Latitude,Longitude,Historical_Water_Quantity_Data,Realtime_Water_Quantity_Data,Drainage_Region_ID,Drainage_Region_Water_Quantity,Data_Access_Page,geometry.x,geometry.y
734,08NG076,Mather Creek below Houle Creek,British Columbia,Natural,Yearly,135,High,5,2013,49.725,-115.925,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NG076,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NG076,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=734,-12904711.9702,6398786.194700003
735,08NH005,Kaslo River below Kemp Creek,British Columbia,Natural,Yearly,442,Normal,3,2013,49.9075,-116.9519,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH005,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH005,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=735,-13019025.9553,6430271.8544000015
736,08NH006,Moyie River at Eastport,,Natural,Yearly,1480,Normal,3,2013,48.99944,-116.1786,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH006,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH006,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=736,-12932942.5931,6274766.374300003
737,08NH016,Duck Creek near Wynndel,British Columbia,Natural,Yearly,57,Normal,3,2013,49.20278,-116.5322,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH016,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=737,-12972305.165,6309339.222900003
738,08NH021,Kootenai River at Porthill,,Regulated,Yearly,34300,Normal,9,2013,49,-116.5028,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH021,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH021,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=738,-12969032.372000001,6274861.394000001
739,08NH032,Boundary Creek near Porthill,,Natural,Yearly,242,Normal,3,2013,48.99722,-116.5681,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH032,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH032,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=739,-12976301.534699999,6274389.699299999
740,08NH084,Arrow Creek near Erickson,British Columbia,Natural,Yearly,78.3,Normal,3,2013,49.15889,-116.4511,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH084,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH084,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=740,-12963277.1543,6301864.832699999
741,08NH115,Sullivan Creek near Canyon,British Columbia,Natural,Yearly,6.22,Normal,3,2013,49.10389,-116.4264,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH115,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH115,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=741,-12960527.5629,6292507.773500003
742,08NH118,Duncan River below Lardeau River,British Columbia,Regulated,Yearly,4080,Normal,9,2013,50.23222,-116.955,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH118,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH118,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=742,-13019371.045699999,6486589.805200003
743,08NH119,Duncan River below B.B. Creek,British Columbia,Natural,Yearly,1310,Normal,3,2013,50.63806,-117.0472,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH119,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH119,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=743,-13029634.7028,6557518.733000003
744,08NH120,Moyie River above Negro Creek,British Columbia,Natural,Yearly,239,Normal,3,2013,49.42222,-115.9411,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH120,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH120,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=744,-12906504.214,6346809.338399999
745,08NH126,Duncan River below Duncan Dam,British Columbia,Regulated,Yearly,0,Normal,9,2013,50.25139,-116.9475,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH126,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH126,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=745,-13018536.149500001,6489926.523500003
746,08NH130,Fry Creek below Carney Creek,British Columbia,Natural,Yearly,585,Normal,3,2013,50.08139,-116.7847,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH130,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH130,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=746,-13000413.3364,6460383.104599997
747,08NH132,Keen Creek below Kyawats Creek,British Columbia,Natural,Yearly,92.3,Normal,3,2013,49.87167,-117.1203,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NH132,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NH132,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=747,-13037772.1576,6424080.935999997
748,08NJ013,Slocan River near Crescent Valley,British Columbia,Natural,Yearly,3330,Normal,3,2013,49.46056,-117.5644,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NJ013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NJ013,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=748,-13087209.1434,6353373.1985
749,08NJ130,Anderson Creek near Nelson,British Columbia,Natural,Yearly,9.07,Normal,3,2013,49.50139,-117.2597,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NJ130,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NJ130,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=749,-13053290.0946,6360368.9991
750,08NJ158,Kootenay Lake Outflow near Corra Linn,British Columbia,Regulated,Yearly,46400,Normal,9,2013,49.46694,-117.465,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NJ158,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NJ158,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=750,-13076143.986,6354465.961400002
751,08NJ160,Lemon Creek above South Lemon Creek,British Columbia,Natural,Yearly,181,Normal,3,2013,49.6975,-117.45,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NJ160,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NJ160,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=751,-13074474.1937,6394052.052000001
752,08NJ168,Five Mile Creek above City Intake,British Columbia,Natural,Yearly,47.7,Normal,3,2013,49.51889,-117.2122,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NJ168,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NJ168,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=752,-13048002.4188,6363369.231200002
753,08NK002,Elk River at Fernie,British Columbia,Natural,Yearly,3090,High,5,2013,49.51,-115.0714,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NK002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NK002,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=753,-12809689.6529,6361844.979099996
754,08NK016,Elk River near Natal,British Columbia,Natural,Yearly,1840,High,5,2013,49.86611,-114.8683,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NK016,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NK016,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=754,-12787080.6643,6423120.658200003
755,08NK018,Fording River at the mouth,British Columbia,Natural,Yearly,621,High,5,2013,49.89417,-114.8647,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NK018,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NK018,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=755,-12786679.914099999,6427968.081600003
756,08NK026,Hosmer Creek above Diversions,British Columbia,Natural,Yearly,6.4,Normal,3,2013,49.58417,-114.9539,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NK026,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NK026,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=756,-12796609.6127,6374570.436800003
757,08NL004,Ashnola River near Keremeos,British Columbia,Natural,Yearly,1050,Normal,3,2013,49.20917,-119.9897,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL004,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL004,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=757,-13357192.3044,6310427.981799997
758,08NL007,Similkameen River at Princeton,British Columbia,Natural,Yearly,1810,Normal,3,2013,49.45969,-120.5035,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL007,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL007,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=758,-13414388.2588,6353224.196400002
759,08NL022,Similkameen River near Nighthawk,,Regulated,Yearly,9190,Normal,9,2013,48.98472,-119.6172,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL022,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL022,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=759,-13315725.7941,6272269.095299996
760,08NL024,Tulameen River at Princeton,British Columbia,Natural,Yearly,1780,Normal,3,2013,49.4575,-120.5181,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL024,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL024,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=760,-13416013.523400001,6352849.1338
761,08NL038,Similkameen River near Hedley,British Columbia,Natural,Yearly,5580,Normal,3,2013,49.37697,-120.1523,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL038,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL038,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=761,-13375292.8536,6339069.071900003
762,08NL045,Keremeos Creek below Willis Intake,British Columbia,Regulated,Yearly,181,High,11,2013,49.25917,-119.8256,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL045,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL045,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=762,-13338924.776,6318952.084700003
763,08NL050,Hedley Creek near the mouth,British Columbia,Natural,Yearly,388,Normal,3,2013,49.365,-120.0664,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL050,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL050,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=763,-13365730.509399999,6337022.7282000035
764,08NL069,Pasayten River above Calcite Creek,British Columbia,Natural,Yearly,566,Normal,3,2013,49.09889,-120.5767,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL069,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL069,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=764,-13422536.8455,6291657.646200001
765,08NL070,Similkameen River above Goodfellow Creek,British Columbia,Natural,Yearly,408,Normal,3,2013,49.09972,-120.6653,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NL070,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NL070,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=765,-13432399.7524,6291798.761399999
766,08NM002,Okanagan River at Okanagan Falls,British Columbia,Regulated,Yearly,6720,Normal,9,2013,49.34056,-119.5778,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM002,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM002,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=766,-13311339.806200001,6332846.109399997
767,08NM037,Shatford Creek near Penticton,British Columbia,Regulated,Yearly,101,Normal,9,2013,49.42833,-119.7492,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM037,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM037,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=767,-13330419.9669,6347855.034999996
768,08NM050,Okanagan River at Penticton,British Columbia,Regulated,Yearly,5980,Normal,9,2013,49.49556,-119.6153,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM050,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM050,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=768,-13315514.2871,6359369.731399998
769,08NM065,Vernon Creek at outlet of Kalamalka Lake,British Columbia,Regulated,Yearly,569,High,11,2013,50.23833,-119.2653,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM065,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM065,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=769,-13276552.465300001,6487653.162299998
770,08NM085,Okanagan River near Oliver,British Columbia,Regulated,Yearly,7540,Normal,9,2013,49.11472,-119.5639,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM085,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM085,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=770,-13309792.465300001,6294349.443000004
771,08NM116,Mission Creek near East Kelowna,British Columbia,Regulated,Yearly,795,Normal,9,2013,49.87889,-119.4131,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM116,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM116,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=771,-13293005.486,6425328.080499999
772,08NM127,Okanogan River at Oroville,,Regulated,Yearly,8210,Normal,9,2013,48.93083,-119.4192,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM127,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM127,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=772,-13293684.5349,6263132.831699997
773,08NM134,Camp Creek at mouth near Thirsk,British Columbia,Natural,Yearly,34.6,Normal,3,2013,49.71111,-120.0083,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM134,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM134,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=773,-13359262.847,6396394.687299997
774,08NM240,Two Forty Creek near Penticton,British Columbia,Natural,Yearly,4.94,Normal,3,2013,49.65028,-119.3972,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM240,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM240,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=774,-13291235.506099999,6385929.3442
775,08NM242,Dennis Creek near 1780 Metre Contour,British Columbia,Natural,Yearly,3.73,Normal,3,2013,49.62444,-119.3808,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NM242,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NM242,3,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=775,-13289409.8665,6381487.7249
776,08NN012,Kettle River near Laurier,,Natural,Yearly,9930,Normal,3,2013,48.98444,-118.2153,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NN012,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NN012,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=776,-13159667.0,6272221.5999
777,08NN013,Kettle River near Ferry,,Natural,Yearly,5700,Normal,3,2013,48.98139,-118.7653,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NN013,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NN013,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=777,-13220892.7199,6271704.256099999
778,08NN015,West Kettle River near McCulloch,British Columbia,Natural,Yearly,233,Normal,3,2013,49.70417,-119.0919,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NN015,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NN015,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=778,-13257249.6656,6395200.0506
779,08NN019,Trapping Creek near the mouth,British Columbia,Natural,Yearly,145,Normal,3,2013,49.56444,-119.0522,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=h2oArc&stn=08NN019,http://www.wateroffice.ec.gc.ca/report/report_e.html?type=realTime&stn=08NN019,4,Normal,http://maps-cartes.ec.gc.ca/indicators-indicateurs/detailPage.aspx?lang=en&type=water_levels&objectid=779,-13252830.2818,6371183.444499999
